momento_hecho,edad,sexo,clase_victima,vehiculo_victima,tipo_via,tipo_incidente,clima,fatal
Nocturno,51,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,20,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,47,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,73,Femenino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,90,Masculino,Peaton,Camioneta,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,27,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,38,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,41,Masculino,Conductor,Camioneta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,14,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,49,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,37,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,53,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,20,Masculino,Peaton,Colectivo,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,16,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,61,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,22,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,23,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,23,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,53,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,17,Femenino,Pasajero,Colectivo,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,71,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,68,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,12,Masculino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,38,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,32,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,9,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,53,Masculino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,15,Masculino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,25,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,36,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,43,Masculino,Conductor,Camioneta,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,71,Femenino,Pasajero,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,27,Femenino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,76,Masculino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,4,Femenino,Pasajero,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,18,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,31,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,72,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,67,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,39,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,11,Femenino,Peaton,Camioneta,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,51,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,48,Femenino,Conductor,Motocicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,31,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,23,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,37,Masculino,Conductor,Bicicleta,Ruta provincial,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,34,Masculino,Peaton,Automovil,Ruta provincial,Colision vehiculo/Persona,Bueno,0
Diurno,16,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,67,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,18,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,27,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,71,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,40,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,12,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,28,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,86,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,94,Femenino,Pasajero,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,29,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,48,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,58,Femenino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,43,Masculino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,51,Masculino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,20,Masculino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,17,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,31,Femenino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,19,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,69,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,38,Masculino,Conductor,Camioneta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,85,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,30,Femenino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,6,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,49,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,21,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,49,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,52,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,12,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,36,Femenino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,26,Masculino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,40,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,30,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,23,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,65,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,85,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,23,Masculino,Conductor,Bicicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,30,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,28,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,22,Femenino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,46,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,21,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,18,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,17,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,4,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,5,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,28,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,1
Diurno,50,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,42,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,33,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,8,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,32,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,26,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,65,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,46,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,40,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,29,Masculino,Pasajero,Colectivo,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,13,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,18,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,25,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,22,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Nocturno,21,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,29,Masculino,Conductor,Camioneta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,19,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,18,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,81,Masculino,Peaton,Automovil,Ruta provincial,Colision vehiculo/Persona,Bueno,0
Diurno,63,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,21,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,19,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,50,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,26,Femenino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,18,Femenino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,24,Femenino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,20,Femenino,Conductor,Bicicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,40,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,31,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,27,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,16,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,44,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,79,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,1
Diurno,20,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,50,Masculino,Conductor,Motocicleta,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,29,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,54,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,75,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,59,Masculino,Peaton,Automovil,Ruta provincial,Colision vehiculo/Persona,Bueno,0
Diurno,39,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,20,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,20,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,19,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,46,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,42,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,47,Femenino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,21,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,24,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Ventoso,0
Diurno,22,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Ventoso,0
Diurno,58,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,75,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,39,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,26,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,23,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Ventoso,0
Diurno,46,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Ventoso,0
Diurno,23,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Ventoso,0
Diurno,71,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Ventoso,0
Diurno,75,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Ventoso,0
Diurno,69,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,27,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,25,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,13,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,28,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,27,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,77,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,47,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,50,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,13,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,20,Femenino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,70,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,32,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,35,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,48,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,10,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,44,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,14,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,32,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,19,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Ventoso,0
Diurno,19,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Ventoso,0
Diurno,18,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Ventoso,0
Diurno,19,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Ventoso,0
Diurno,36,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,35,Masculino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Objeto-Vuelco,Lluvia,0
Diurno,36,Femenino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,25,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,25,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,25,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,26,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,61,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,39,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,69,Femenino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,70,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,18,Masculino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,32,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,19,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,6,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,30,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Lluvia,0
Diurno,37,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Lluvia,0
Nocturno,60,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,36,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,64,Masculino,Peaton,Camioneta,Calle,Colision vehiculo/Persona,Lluvia,0
Diurno,22,Femenino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,38,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,75,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,41,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,29,Femenino,Peaton,Motocicleta,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Nocturno,27,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,33,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,81,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,49,Masculino,Conductor,Camioneta,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,38,Masculino,Conductor,Camioneta,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,55,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,22,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Lluvia,0
Nocturno,26,Femenino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,4,Femenino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,5,Masculino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,35,Masculino,Pasajero,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,23,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,14,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,16,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,50,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,28,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,37,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,42,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,20,Femenino,Conductor,Motocicleta,Calle,Colision vehiculo/Objeto-Vuelco,Lluvia,0
Diurno,13,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Nocturno,23,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,20,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,23,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,81,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,5,Femenino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,32,Femenino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Nocturno,53,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,71,Masculino,Conductor,Automovil,Autopista nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,1,Masculino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,41,Femenino,Pasajero,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,30,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,40,Masculino,Conductor,Automovil,Ruta provincial,Colision vehiculo/Vehiculo,Bueno,0
Diurno,43,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,63,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,28,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,38,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,40,Masculino,Conductor,Bicicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,45,Masculino,Conductor,Camion,Ruta nacional,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,26,Masculino,Peaton,Camion,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,37,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Ventoso,0
Nocturno,40,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Nocturno,41,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,50,Masculino,Conductor,Otro,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,34,Femenino,Conductor,Otro,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,27,Femenino,Conductor,Automovil,Autopista provincial,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,31,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,21,Masculino,Conductor,Motocicleta,Ruta provincial,Colision vehiculo/Vehiculo,Lluvia,0
Diurno,75,Femenino,Peaton,Automovil,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,60,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,40,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Ventoso,0
Diurno,50,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Ventoso,0
Nocturno,37,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,27,Masculino,Pasajero,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,50,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,55,Masculino,Peaton,Automovil,Calle,Colision vehiculo/Persona,Bueno,0
Diurno,56,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Diurno,43,Femenino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Nocturno,35,Masculino,Conductor,Bicicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,65,Masculino,Conductor,Motocicleta,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,40,Femenino,Peaton,Camion,Ruta nacional,Colision vehiculo/Persona,Bueno,0
Diurno,21,Femenino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,22,Masculino,Conductor,Motocicleta,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
Diurno,20,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,23,Masculino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,45,Femenino,Conductor,Automovil,Calle,Colision vehiculo/Vehiculo,Bueno,0
Diurno,60,Femenino,Pasajero,Colectivo,Calle,Colision vehiculo/Objeto-Vuelco,Bueno,0
Nocturno,28,Masculino,Conductor,Automovil,Ruta nacional,Colision vehiculo/Vehiculo,Bueno,0
